host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,days_as_host,host_response_time_hours,bathroom_type,amenities_count,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathroom_type_,bathroom_type_bath,bathroom_type_baths,bathroom_type_half-bath,bathroom_type_private bath,bathroom_type_shared bath,bathroom_type_shared baths
100,95,1,1.0,6.0,1,1,13.68031186220738,100.61459306627512,Private room,6,1.0,1,2,3500.0,3,30,1,29,59,89,270,16,16,1,4.81,4.88,4.5,4.88,4.94,4.69,4.81,0,1,0,1,0,1.94,2880,1,private bath,23,0,0,1,0,0,0,0,0,1,0,0
100,100,1,44.0,44.0,1,1,13.72053,100.49779,Entire home/apt,4,2.0,1,2,1150.0,4,365,1,7,34,64,244,13,13,2,4.92,4.92,5.0,5.0,5.0,4.85,4.92,1,44,44,0,0,1.57,692,1,baths,40,1,0,0,0,0,0,1,0,0,0,0
100,35,0,51.0,51.0,1,1,13.75552,100.56712,Entire home/apt,2,1.0,1,1,2257.0,7,365,1,15,45,75,255,9,9,2,4.56,4.56,4.44,4.44,4.56,4.56,4.56,0,50,50,0,0,0.98,480,3,bath,27,1,0,0,0,0,1,0,0,0,0,0
100,96,1,15.0,31.0,1,1,13.75762,100.53821,Entire home/apt,2,1.0,1,1,2150.0,30,365,1,29,59,89,270,3,3,0,4.0,4.0,4.67,3.67,4.33,4.67,3.0,0,14,14,0,0,0.35,2934,1,bath,27,1,0,0,0,0,1,0,0,0,0,0
100,100,1,1.0,1.0,1,1,13.718650650679209,100.58391296097228,Entire home/apt,2,1.0,1,0,1900.0,14,365,1,12,20,50,230,14,14,1,5.0,5.0,4.93,5.0,5.0,5.0,4.93,0,1,1,0,0,1.61,3281,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,99,1,16.0,32.0,1,1,13.757972137661367,100.53958893040156,Entire home/apt,2,1.0,1,1,2050.0,30,365,1,2,32,62,243,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,16,16,0,0,0.22,810,1,bath,25,1,0,0,0,0,1,0,0,0,0,0
44,60,0,2.0,2.0,0,1,13.7572,100.53522,Private room,2,1.0,1,0,1500.0,1,365,1,19,49,79,260,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.14,429,72,private bath,23,0,0,1,0,0,0,0,0,1,0,0
100,100,0,4.0,4.0,1,1,13.7399181,100.5135084,Private room,2,1.0,1,1,2500.0,1,1125,1,6,19,46,82,8,8,1,5.0,5.0,4.88,5.0,5.0,5.0,5.0,1,4,1,3,0,0.91,435,1,private bath,18,0,0,1,0,0,0,0,0,1,0,0
96,92,0,2.0,2.0,1,0,13.756669203531771,100.56768796542558,Entire home/apt,2,1.0,1,0,1880.0,3,360,1,0,0,0,144,9,9,1,4.33,4.44,4.78,4.56,4.67,5.0,4.33,0,2,2,0,0,1.03,2938,1,bath,10,1,0,0,0,0,1,0,0,0,0,0
100,100,0,50.0,59.0,1,1,13.73782538340924,100.56751621889266,Entire home/apt,3,1.0,1,2,3630.0,2,365,1,11,28,58,59,17,17,1,5.0,5.0,4.88,4.53,4.94,4.59,4.88,1,50,50,0,0,1.89,782,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,99,1,6.0,20.0,1,1,13.738177246531755,100.5146499732322,Entire home/apt,4,1.5,1,2,4144.0,1,365,1,17,42,72,73,11,11,2,4.82,4.82,4.82,4.82,4.82,4.45,4.64,1,6,6,0,0,1.25,2552,1,baths,31,1,0,0,0,0,0,1,0,0,0,0
100,99,1,6.0,20.0,1,1,13.73804,100.51431,Entire home/apt,4,1.0,1,1,3624.0,1,365,1,22,49,79,80,19,19,1,4.89,4.89,4.58,4.84,5.0,4.89,4.74,1,6,6,0,0,2.26,2552,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
100,99,1,6.0,20.0,1,1,13.73947,100.51405,Entire home/apt,2,1.0,1,1,2872.0,1,365,1,21,48,78,79,5,5,1,4.6,4.6,4.6,5.0,5.0,5.0,4.4,1,6,6,0,0,0.58,2552,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
100,100,0,10.0,10.0,1,1,13.7160864,100.5831455,Entire home/apt,2,1.0,1,0,1199.0,21,365,1,4,17,47,322,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,10,10,0,0,0.4,3411,1,bath,41,1,0,0,0,0,1,0,0,0,0,0
100,86,0,31.0,33.0,1,1,13.74262,100.58356,Entire home/apt,12,4.0,6,6,17484.0,1,365,1,19,41,67,157,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,6,6,0,0,0.12,2986,1,baths,19,1,0,0,0,0,0,1,0,0,0,0
100,99,0,19.0,22.0,1,1,13.73051,100.58628,Entire home/apt,3,2.0,2,0,1863.0,22,365,1,0,0,0,175,3,3,0,5.0,5.0,5.0,4.67,5.0,4.67,4.67,0,5,4,1,0,0.44,2323,1,baths,19,1,0,0,0,0,0,1,0,0,0,0
100,100,1,1.0,1.0,1,1,13.7630964,100.504744,Entire home/apt,14,5.0,4,13,2945.0,1,365,1,8,20,45,208,33,33,2,4.73,4.64,4.45,4.79,4.94,4.52,4.76,1,1,1,0,0,3.65,2845,1,baths,22,1,0,0,0,0,0,1,0,0,0,0
100,99,1,15.0,20.0,1,1,13.728971932571126,100.56992718122078,Entire home/apt,2,1.0,1,1,4000.0,4,90,1,18,48,78,78,18,18,3,5.0,5.0,4.83,5.0,5.0,5.0,4.89,0,13,13,0,0,1.96,435,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
100,100,0,4.0,6.0,1,1,13.7604335,100.5017318,Private room,2,5.0,1,1,999.0,1,365,1,4,15,36,304,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,1,4,0,2,2,0.35,425,1,baths,21,0,0,1,0,0,0,1,0,0,0,0
100,98,1,22.0,22.0,1,1,13.713731621543491,100.51352307200432,Entire home/apt,4,1.0,1,0,1214.0,1,365,1,4,16,31,300,27,27,3,4.81,4.85,4.81,4.93,4.89,4.63,4.74,1,11,11,0,0,3.0,3712,1,bath,50,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.721796145528922,100.57754078597294,Entire home/apt,3,1.0,1,0,1753.0,2,365,1,21,44,74,254,18,18,0,4.28,4.39,4.28,4.39,4.22,4.83,4.33,1,33,33,0,0,1.99,426,1,bath,14,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.702445175503051,100.6027931471133,Entire home/apt,2,1.0,1,1,2221.0,2,365,1,18,44,74,254,6,6,0,4.17,4.5,3.83,4.83,4.17,4.67,4.17,1,33,33,0,0,0.66,426,1,bath,15,1,0,0,0,0,1,0,0,0,0,0
100,89,0,9.0,10.0,1,1,13.75673,100.63938,Private room,2,2.0,1,1,1723.0,1,365,1,29,59,89,269,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,9,0,9,0,0.58,441,1,baths,23,0,0,1,0,0,0,1,0,0,0,0
100,95,0,3.0,16.0,1,1,13.75313,100.50461,Private room,2,1.0,1,1,2536.0,1,365,1,22,46,73,262,21,21,2,4.52,4.48,4.67,4.81,4.81,4.76,4.43,0,3,1,2,0,2.32,2150,1,private bath,24,0,0,1,0,0,0,0,0,1,0,0
100,98,0,15.0,39.0,1,1,13.71475,100.58993,Entire home/apt,3,2.0,2,2,5547.0,2,365,1,14,37,67,67,3,3,0,4.67,4.33,4.33,4.67,4.67,4.67,4.67,0,11,11,0,0,0.39,3784,1,baths,39,1,0,0,0,0,0,1,0,0,0,0
100,100,0,2.0,2.0,1,1,13.7582,100.6643,Entire home/apt,4,2.0,2,0,1800.0,1,180,1,0,23,53,53,1,1,0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,0,2,2,0,0,0.18,2578,3,baths,6,1,0,0,0,0,0,1,0,0,0,0
87,99,0,38.0,38.0,1,1,13.75608,100.56885,Entire home/apt,2,1.0,0,1,1264.0,20,365,1,26,56,86,86,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,33,33,0,0,0.23,426,1,bath,25,1,0,0,0,0,1,0,0,0,0,0
100,97,1,6.0,7.0,1,1,13.716165370505989,100.53106639534236,Entire home/apt,2,1.0,1,1,1511.0,3,28,1,4,13,36,305,29,29,3,4.97,5.0,4.93,5.0,4.97,4.76,4.86,0,3,3,0,0,3.66,4036,1,bath,35,1,0,0,0,0,1,0,0,0,0,0
100,76,0,12.0,12.0,1,1,13.71248069392367,100.59339341482672,Entire home/apt,2,1.0,1,0,888.0,30,365,1,0,0,26,206,6,6,1,4.83,4.5,4.17,4.67,4.67,4.67,4.5,0,8,8,0,0,0.79,825,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
99,100,0,11.0,11.0,1,1,13.7284861,100.5274621,Entire home/apt,4,1.0,2,2,2500.0,1,365,1,8,21,48,316,24,24,4,4.63,4.79,4.38,4.92,4.63,4.71,4.71,1,11,11,0,0,2.64,713,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
80,71,1,7.0,14.0,1,1,13.75426,100.53228,Entire home/apt,2,1.0,1,1,1200.0,30,365,1,5,8,38,219,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,7,7,0,0,0.44,3861,3,bath,34,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.75621,100.58328,Entire home/apt,4,1.0,1,2,1674.0,2,365,1,21,51,81,262,14,14,1,4.5,4.57,4.64,4.57,4.0,4.14,4.57,1,33,33,0,0,1.55,426,1,bath,15,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.75165,100.59,Entire home/apt,4,1.0,1,2,1680.0,2,365,1,21,51,81,261,5,5,0,4.8,5.0,4.6,4.6,4.4,4.8,4.6,1,33,33,0,0,0.59,426,1,bath,33,1,0,0,0,0,1,0,0,0,0,0
100,100,0,108.0,120.0,1,1,13.701833154450409,100.60413647443056,Entire home/apt,2,1.0,1,1,1950.0,3,365,1,11,37,63,243,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,20,20,0,0,0.35,423,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
100,94,1,11.0,12.0,1,1,13.87723708599148,100.55184446275234,Entire home/apt,2,1.0,1,1,857.0,1,365,1,10,10,40,220,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,11,8,3,0,0.42,2207,1,bath,27,1,0,0,0,0,1,0,0,0,0,0
100,76,0,12.0,12.0,1,1,13.71045,100.59357,Entire home/apt,2,1.0,1,0,888.0,20,365,1,0,0,25,115,2,2,0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,0,8,8,0,0,0.27,825,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
100,99,1,5.0,11.0,1,1,13.75829,100.58612,Entire home/apt,2,1.0,1,1,1709.0,7,365,1,19,49,79,80,14,14,0,4.93,4.93,4.93,5.0,5.0,4.5,4.79,1,5,5,0,0,1.65,3072,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,1,20.0,20.0,1,1,13.7354119,100.5674341,Entire home/apt,5,2.0,2,2,6021.0,2,365,1,18,43,73,253,16,16,1,4.94,4.94,5.0,5.0,5.0,4.88,4.88,1,10,10,0,0,1.94,2375,1,baths,43,1,0,0,0,0,0,1,0,0,0,0
100,93,1,4.0,4.0,1,1,13.781854000942634,100.46807256285904,Private room,2,1.0,1,0,2357.0,2,14,1,1,12,30,195,48,48,6,4.98,5.0,5.0,4.96,5.0,4.79,4.94,0,4,0,4,0,6.08,490,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
100,99,1,1.0,1.0,1,1,13.7611,100.50415,Entire home/apt,7,2.5,4,4,5345.0,2,60,1,6,22,39,293,33,33,2,5.0,4.97,4.94,4.94,5.0,4.97,4.97,0,1,1,0,0,3.69,424,1,baths,36,1,0,0,0,0,0,1,0,0,0,0
100,96,0,8.0,17.0,1,1,13.68411,100.6054,Private room,1,1.0,1,1,631.0,30,120,1,29,59,89,90,3,3,0,3.67,3.67,3.67,3.33,4.0,4.0,4.0,0,7,1,6,0,0.53,3547,1,private bath,14,0,0,1,0,0,0,0,0,1,0,0
0,46,0,10.0,11.0,1,1,13.7107624,100.520005,Entire home/apt,2,1.0,1,1,1200.0,1,365,1,16,46,76,257,2,2,0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,0,10,10,0,0,0.23,640,72,bath,17,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.74635,100.58145,Entire home/apt,2,1.0,1,1,3499.0,20,365,1,27,57,87,87,4,4,1,3.5,4.25,3.5,3.5,2.75,4.5,3.5,1,33,33,0,0,0.45,426,1,bath,24,1,0,0,0,0,1,0,0,0,0,0
81,99,0,23.0,25.0,1,1,13.75648,100.56903,Entire home/apt,2,1.0,1,1,1319.0,25,365,1,26,56,86,86,3,3,0,2.67,4.0,4.0,2.0,2.33,4.33,2.67,1,12,12,0,0,0.37,426,3,bath,14,1,0,0,0,0,1,0,0,0,0,0
99,100,0,11.0,11.0,1,1,13.728519819236176,100.52731054016664,Entire home/apt,4,1.0,2,2,2500.0,1,365,1,11,32,62,326,17,17,0,4.76,4.76,4.88,5.0,4.71,4.88,4.65,1,11,11,0,0,1.88,713,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
99,100,0,11.0,11.0,1,1,13.728599723924848,100.52740256529196,Entire home/apt,4,1.0,2,2,2500.0,1,365,1,4,12,33,291,29,29,5,4.72,4.9,4.76,4.9,4.86,4.93,4.86,1,11,11,0,0,3.19,713,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,1,13.0,13.0,1,1,13.760170409503992,100.65056944790366,Entire home/apt,3,1.0,1,1,649.0,1,1125,1,5,35,65,340,3,3,0,5.0,5.0,4.33,4.67,5.0,5.0,5.0,0,13,11,2,0,0.74,2065,1,bath,42,1,0,0,0,0,1,0,0,0,0,0
99,100,0,11.0,11.0,1,1,13.728549417670108,100.52747264682452,Entire home/apt,4,1.0,2,2,2500.0,1,365,1,16,33,63,338,13,13,2,4.85,4.92,4.77,5.0,5.0,5.0,4.92,1,11,11,0,0,1.44,713,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,100,0,5.0,7.0,1,1,13.75538,100.53386,Entire home/apt,2,1.0,1,1,2285.0,1,365,1,18,48,78,169,7,7,2,4.14,4.0,4.14,4.57,4.14,4.71,4.43,0,2,2,0,0,0.82,3588,1,bath,30,1,0,0,0,0,1,0,0,0,0,0
100,80,0,3.0,3.0,1,1,13.7541,100.53269,Entire home/apt,2,1.0,1,1,1723.0,1,90,1,21,51,81,172,7,7,1,4.0,4.14,4.0,4.71,4.43,4.71,4.43,0,1,1,0,0,0.89,1626,3,bath,16,1,0,0,0,0,1,0,0,0,0,0
100,93,1,2.0,2.0,1,1,13.805061575587995,100.52873820198444,Entire home/apt,2,1.0,1,1,1000.0,30,365,1,0,0,9,284,4,4,1,4.75,5.0,5.0,4.75,4.75,4.75,5.0,0,1,1,0,0,0.57,3421,1,bath,40,1,0,0,0,0,1,0,0,0,0,0
100,100,0,8.0,10.0,1,1,13.73283,100.56445,Private room,2,1.0,1,1,2475.0,1,365,1,24,54,84,264,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,8,0,8,0,1.0,491,1,private bath,7,0,0,1,0,0,0,0,0,1,0,0
100,100,0,3.0,4.0,1,1,13.762968749548188,100.64137331690657,Entire home/apt,4,2.0,2,2,1708.0,1,1125,1,18,45,75,255,7,7,1,4.14,4.29,3.86,4.86,4.71,4.43,4.0,1,3,3,0,0,0.8,883,1,baths,13,1,0,0,0,0,0,1,0,0,0,0
100,100,1,5.0,5.0,1,1,13.728508664635692,100.5722926184535,Entire home/apt,2,1.0,1,1,2800.0,28,365,1,0,0,2,183,9,9,2,4.89,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,1.02,2168,1,bath,63,1,0,0,0,0,1,0,0,0,0,0
100,100,0,8.0,10.0,1,1,13.73278,100.56442,Private room,2,1.0,1,1,1875.0,1,365,1,22,50,80,260,2,2,0,3.0,3.5,5.0,3.0,3.0,3.0,3.0,1,8,0,8,0,0.23,491,1,private bath,7,0,0,1,0,0,0,0,0,1,0,0
81,99,0,23.0,25.0,1,1,13.75781,100.58507,Entire home/apt,4,1.0,1,2,1674.0,2,365,1,21,51,81,82,20,20,1,4.25,4.55,4.45,4.15,4.05,4.0,4.35,1,12,12,0,0,2.27,426,3,bath,14,1,0,0,0,0,1,0,0,0,0,0
88,77,0,2.0,2.0,1,1,13.720947954785265,100.54632183860863,Private room,2,0.5,1,2,1843.0,3,30,1,20,49,79,79,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.45,438,3,half-bath,53,0,0,1,0,0,0,0,1,0,0,0
100,100,0,108.0,120.0,1,1,13.717875690897737,100.58515280485152,Entire home/apt,2,1.0,1,1,2193.0,2,365,1,14,36,56,221,5,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,20,20,0,0,0.81,423,1,bath,38,1,0,0,0,0,1,0,0,0,0,0
100,100,0,108.0,120.0,1,1,13.717256292282023,100.59400874690468,Entire home/apt,2,1.0,1,1,2050.0,3,365,1,5,11,41,222,17,17,7,4.88,5.0,4.88,5.0,5.0,4.94,4.94,1,20,20,0,0,1.94,423,1,bath,31,1,0,0,0,0,1,0,0,0,0,0
96,100,1,1.0,1.0,1,1,13.744070945744893,100.55700122372484,Entire home/apt,2,1.0,1,1,1500.0,31,700,1,1,1,8,283,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0,1,1,0,0,0.68,2016,1,bath,47,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.722614224064472,100.56167835759024,Entire home/apt,2,1.0,1,1,2999.0,3,365,1,20,46,76,246,7,7,1,3.86,4.0,4.0,4.14,4.14,4.14,3.71,1,33,33,0,0,0.81,426,1,bath,15,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.71686,100.586,Entire home/apt,2,1.0,1,1,1851.0,1,365,1,21,35,65,65,1,1,0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,33,33,0,0,0.12,426,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.758948559973648,100.56874446524252,Entire home/apt,5,1.0,2,3,3029.0,1,365,1,24,54,84,84,4,4,1,4.0,3.75,3.25,4.5,3.75,4.75,3.75,1,33,33,0,0,0.46,426,1,bath,26,1,0,0,0,0,1,0,0,0,0,0
100,100,0,8.0,10.0,1,1,13.73491,100.5627,Private room,2,1.0,1,1,2450.0,1,365,1,25,55,85,265,1,1,0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,1,8,0,8,0,0.21,491,1,private bath,7,0,0,1,0,0,0,0,0,1,0,0
100,100,0,8.0,10.0,1,1,13.73346181493202,100.56439735843983,Private room,2,1.0,1,1,1850.0,1,365,1,20,48,78,258,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,8,0,8,0,0.73,491,1,private bath,7,0,0,1,0,0,0,0,0,1,0,0
87,99,0,38.0,38.0,1,1,13.759648984739394,100.56882370491628,Entire home/apt,5,1.0,2,3,3694.0,2,365,1,26,56,86,86,9,9,0,3.0,2.89,3.33,2.89,3.22,3.78,3.0,1,33,33,0,0,1.02,426,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
96,77,0,9.0,10.0,1,1,13.68004,100.61253,Entire home/apt,2,1.0,1,1,570.0,5,365,1,0,15,45,46,1,1,0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,0,9,9,0,0,0.12,3332,3,bath,27,1,0,0,0,0,1,0,0,0,0,0
100,100,1,20.0,20.0,1,1,13.7336209,100.5678489,Entire home/apt,2,1.0,1,1,2664.0,2,365,1,0,0,30,210,16,16,1,4.81,4.94,4.88,4.94,5.0,4.88,4.63,1,10,10,0,0,1.94,2375,1,bath,35,1,0,0,0,0,1,0,0,0,0,0
100,99,0,123.0,133.0,1,1,13.744393390795734,100.55587831952406,Entire home/apt,2,1.0,1,1,3030.0,5,365,1,23,53,83,173,3,3,1,4.33,4.33,4.33,4.67,4.67,4.67,4.33,1,123,123,0,0,0.34,824,1,bath,45,1,0,0,0,0,1,0,0,0,0,0
100,100,0,109.0,121.0,1,1,13.703053724119531,100.60344254638171,Entire home/apt,2,1.0,1,1,1936.0,3,365,1,16,35,65,245,3,3,0,4.0,4.67,4.0,4.0,4.67,4.0,3.67,1,32,32,0,0,0.39,670,1,bath,33,1,0,0,0,0,1,0,0,0,0,0
50,100,0,4.0,4.0,1,1,13.7538054,100.5328282,Private room,2,1.0,1,0,4010.0,1,365,1,0,2,11,230,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1,4,0,4,0,0.23,421,24,private bath,32,0,0,1,0,0,0,0,0,1,0,0
100,100,1,20.0,20.0,1,1,13.7422689,100.5596081,Entire home/apt,5,2.0,2,2,5936.0,2,365,1,21,35,65,239,17,17,2,4.94,4.94,4.88,4.88,4.94,4.88,4.71,1,10,10,0,0,2.02,2375,1,baths,38,1,0,0,0,0,0,1,0,0,0,0
100,100,0,8.0,8.0,1,1,13.68063261360744,100.60940310099232,Entire home/apt,2,1.0,1,0,750.0,3,365,1,11,41,71,252,7,7,1,4.29,4.43,4.29,4.71,4.29,4.71,4.29,1,8,2,6,0,0.83,3227,1,bath,12,1,0,0,0,0,1,0,0,0,0,0
100,100,0,18.0,51.0,1,1,13.7121504,100.4392079,Entire home/apt,7,1.0,2,4,1304.0,1,365,1,6,14,44,308,8,8,2,5.0,5.0,5.0,4.88,5.0,4.88,4.88,1,13,13,0,0,1.0,4398,1,bath,41,1,0,0,0,0,1,0,0,0,0,0
100,99,0,13.0,13.0,1,1,13.790032890374242,100.58100304816286,Private room,2,1.0,0,1,1299.0,2,60,1,21,51,81,172,21,21,5,5.0,5.0,4.95,4.95,5.0,4.67,4.9,0,12,3,9,0,2.45,457,1,private bath,31,0,0,1,0,0,0,0,0,1,0,0
87,99,0,44.0,47.0,1,1,13.75693,100.56872,Entire home/apt,2,1.0,0,1,1321.0,25,365,1,26,56,86,86,2,2,0,2.0,2.0,3.0,3.0,1.0,3.0,2.5,0,22,22,0,0,0.68,426,3,bath,23,1,0,0,0,0,1,0,0,0,0,0
87,99,0,44.0,47.0,1,1,13.7567528,100.5841368,Entire home/apt,4,1.0,1,2,1694.0,2,365,1,21,51,81,82,7,7,0,4.29,4.57,4.43,4.29,3.86,4.57,4.29,1,22,22,0,0,0.9,426,3,bath,26,1,0,0,0,0,1,0,0,0,0,0
87,99,0,44.0,47.0,1,1,13.75183,100.58918,Entire home/apt,4,1.0,1,2,1694.0,2,365,1,21,51,81,81,1,1,0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,1,22,22,0,0,0.11,426,3,bath,10,1,0,0,0,0,1,0,0,0,0,0
100,100,1,10.0,11.0,1,1,13.72262,100.51662,Entire home/apt,3,1.0,1,2,3147.0,1,60,1,4,13,38,200,20,20,5,5.0,5.0,4.95,4.9,5.0,5.0,4.95,1,8,8,0,0,2.33,4939,1,bath,41,1,0,0,0,0,1,0,0,0,0,0
100,100,1,9.0,48.0,1,1,13.697563873566066,100.61044919154052,Entire home/apt,2,1.0,1,1,1021.0,8,365,1,8,38,68,249,15,15,1,4.73,4.67,4.6,4.93,4.93,4.6,4.67,1,7,7,0,0,1.74,3308,1,bath,41,1,0,0,0,0,1,0,0,0,0,0
96,92,0,2.0,2.0,1,0,13.75792,100.56813,Entire home/apt,2,1.0,1,0,1300.0,3,360,1,11,33,63,240,5,5,0,4.6,5.0,4.4,4.6,5.0,4.8,5.0,1,2,2,0,0,0.57,2938,1,bath,13,1,0,0,0,0,1,0,0,0,0,0
100,99,0,33.0,53.0,1,1,13.72428692362224,100.56709718974072,Entire home/apt,2,2.0,1,1,1807.0,21,365,1,5,35,65,65,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,30,30,0,0,1.0,3050,1,baths,30,1,0,0,0,0,0,1,0,0,0,0
100,100,1,44.0,44.0,1,1,13.720198923330258,100.49909089567008,Entire home/apt,4,2.0,1,2,1150.0,4,365,1,5,20,50,225,14,14,1,5.0,5.0,5.0,4.93,5.0,4.71,5.0,1,44,44,0,0,1.63,692,1,baths,42,1,0,0,0,0,0,1,0,0,0,0
87,99,0,44.0,47.0,1,1,13.74677,100.58104,Entire home/apt,2,1.0,1,1,3550.0,20,365,1,27,57,87,87,11,11,1,4.18,4.73,4.36,4.27,4.0,4.55,4.18,1,22,22,0,0,1.25,426,3,bath,26,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.75358,100.59053,Entire home/apt,4,1.0,1,2,1673.0,1,365,1,21,51,81,262,2,2,0,3.5,3.0,4.0,3.5,3.5,4.5,4.0,1,33,33,0,0,0.24,426,1,bath,33,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.75372,100.59034,Entire home/apt,4,1.0,1,2,1673.0,1,365,1,21,51,81,261,5,5,2,4.8,5.0,4.8,5.0,4.4,4.0,4.4,1,33,33,0,0,0.84,426,1,bath,33,1,0,0,0,0,1,0,0,0,0,0
87,99,0,38.0,38.0,1,1,13.753549316191084,100.58878700907644,Entire home/apt,4,1.0,1,2,1673.0,2,365,1,21,51,81,81,4,4,1,4.0,4.75,4.25,4.5,4.25,3.75,4.0,1,33,33,0,0,0.44,426,1,bath,25,1,0,0,0,0,1,0,0,0,0,0
100,35,0,51.0,51.0,1,1,13.755225260546668,100.56737737133498,Entire home/apt,2,1.0,1,1,1800.0,7,365,1,29,59,89,269,2,2,0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,0,50,50,0,0,0.32,480,3,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,100,1,15.0,43.0,1,1,13.72198234581055,100.57837109201635,Entire home/apt,6,1.0,2,3,4122.0,28,365,1,11,41,46,224,4,4,0,4.75,4.75,5.0,4.75,5.0,5.0,4.75,1,2,2,0,0,1.05,3679,1,bath,50,1,0,0,0,0,1,0,0,0,0,0
100,99,1,44.0,47.0,1,1,13.7374873,100.56180107,Entire home/apt,5,3.0,2,2,5386.0,29,365,1,0,0,22,115,3,3,0,4.33,4.0,4.0,4.33,5.0,5.0,4.67,1,42,41,1,0,0.6,4209,3,baths,41,1,0,0,0,0,0,1,0,0,0,0
100,100,1,53.0,53.0,1,1,13.760663975223697,100.49373151198388,Entire home/apt,8,1.0,1,6,3738.0,1,365,1,25,55,82,264,21,21,2,4.9,4.9,4.95,4.9,5.0,4.81,4.86,1,42,29,13,0,2.4,536,1,bath,22,1,0,0,0,0,1,0,0,0,0,0
90,91,0,1.0,1.0,1,1,13.724748438177926,100.5850200355053,Entire home/apt,2,1.0,1,0,1750.0,3,365,1,0,2,13,95,20,20,3,4.9,4.9,4.7,4.9,4.95,4.95,4.95,0,1,1,0,0,2.33,418,3,bath,12,1,0,0,0,0,1,0,0,0,0,0
