host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,days_as_host,host_response_time_hours,bathroom_type,amenities_count,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathroom_type_,bathroom_type_bath,bathroom_type_baths,bathroom_type_half-bath,bathroom_type_private bath,bathroom_type_shared bath,bathroom_type_shared baths
100,100,1,2.0,4.0,1,1,13.8148,100.57507,Entire home/apt,2,1.0,1,2,754.0,1,1125,1,3,5,19,249,78,39,3,4.77,4.76,4.6,4.73,4.83,4.5,4.77,0,2,2,0,0,1.17,2751,1,bath,49,1,0,0,0,0,1,0,0,0,0,0
99,91,0,80.0,325.0,1,1,13.75951,100.56818,Entire home/apt,6,1.0,2,2,2814.0,1,1125,1,2,28,58,64,55,36,1,4.49,4.55,4.4,4.65,4.67,4.89,4.55,0,27,27,0,0,2.97,2915,1,bath,21,1,0,0,0,0,1,0,0,0,0,0
100,75,1,6.0,8.0,1,1,13.88917,100.59221,Private room,3,1.0,1,2,969.0,1,1125,1,26,56,86,361,26,1,0,4.92,4.96,4.92,4.92,5.0,4.81,4.92,0,6,0,6,0,0.4,3485,1,private bath,28,0,0,1,0,0,0,0,0,1,0,0
100,100,1,2.0,4.0,1,1,13.81467,100.57745,Entire home/apt,2,1.0,1,1,699.0,1,1125,1,3,5,19,249,44,2,0,4.8,4.84,4.55,4.84,4.86,4.55,4.8,0,2,2,0,0,0.68,2751,1,bath,46,1,0,0,0,0,1,0,0,0,0,0
100,100,0,2.0,7.0,1,1,13.7878,100.52789,Entire home/apt,5,1.0,2,3,2000.0,3,60,1,23,53,83,83,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,2,0,0,0.02,3693,1,bath,15,1,0,0,0,0,1,0,0,0,0,0
100,100,0,12.0,12.0,1,1,13.71871,100.5022,Entire home/apt,8,4.0,4,5,7243.0,1,1125,1,1,21,51,320,8,3,0,4.75,4.88,4.88,5.0,5.0,4.5,4.5,0,5,2,3,0,0.12,3321,1,baths,47,1,0,0,0,0,0,1,0,0,0,0
100,100,1,1.0,1.0,1,1,13.75538,100.57586,Entire home/apt,4,1.5,1,2,990.0,30,1125,1,1,1,22,113,10,0,0,4.5,4.5,4.1,4.5,4.5,4.7,4.2,1,1,1,0,0,0.15,2420,1,baths,16,1,0,0,0,0,0,1,0,0,0,0
96,50,0,6.0,6.0,1,1,13.72381,100.52988,Entire home/apt,2,1.0,1,2,1450.0,30,1125,1,0,0,0,208,1,0,0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,4,4,0,0,0.02,3749,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
100,100,1,13.0,18.0,1,1,13.782259,100.548131,Entire home/apt,6,2.0,2,2,3188.0,1,90,1,12,28,56,331,45,7,1,4.93,4.89,4.96,4.96,4.96,4.84,4.87,0,9,9,0,0,0.67,2250,1,baths,46,1,0,0,0,0,0,1,0,0,0,0
100,100,1,13.0,18.0,1,1,13.782259,100.548131,Entire home/apt,3,1.0,1,1,1956.0,1,1125,1,12,32,62,337,118,29,2,4.93,4.94,4.93,4.97,4.97,4.81,4.81,0,9,9,0,0,1.79,2250,1,bath,43,1,0,0,0,0,1,0,0,0,0,0
93,38,0,6.0,12.0,1,1,13.71638,100.53003,Private room,2,1.0,1,1,953.0,1,1125,1,28,58,88,363,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,6,0,5,1,0.02,2167,3,shared bath,31,0,0,1,0,0,0,0,0,0,1,0
70,71,0,4.0,4.0,1,1,13.76133,100.50363,Private room,4,1.0,1,2,2000.0,1,1125,1,26,56,86,361,12,0,0,4.83,5.0,5.0,4.92,4.92,4.92,4.58,0,4,0,4,0,0.18,2827,24,private bath,29,0,0,1,0,0,0,0,0,1,0,0
100,99,0,6.0,6.0,1,1,13.714859838329843,100.53114798159714,Private room,2,1.0,1,1,661.0,1,1125,1,12,42,72,163,47,11,3,4.55,4.53,4.72,4.83,4.55,4.23,4.47,1,6,0,6,0,0.7,2316,1,bath,14,0,0,1,0,0,1,0,0,0,0,0
100,100,0,6.0,7.0,1,1,13.77836,100.57998,Entire home/apt,10,2.0,5,5,2584.0,2,30,1,5,25,51,134,77,30,5,4.68,4.69,4.52,4.79,4.87,4.54,4.7,0,6,6,0,0,1.15,2169,1,baths,20,1,0,0,0,0,0,1,0,0,0,0
100,100,0,14.0,65.0,1,1,13.72122,100.60329,Entire home/apt,7,2.0,2,3,2186.0,1,1125,1,9,24,50,325,229,58,6,4.56,4.69,4.67,4.7,4.82,4.28,4.64,1,13,13,0,0,3.41,4575,1,baths,28,1,0,0,0,0,0,1,0,0,0,0
100,100,0,11.0,11.0,1,1,13.71866,100.50226,Private room,2,1.0,1,2,1000.0,1,1125,1,2,22,52,321,5,3,1,4.8,4.8,4.8,4.8,5.0,4.6,5.0,0,7,2,5,0,0.08,3229,1,private bath,32,0,0,1,0,0,0,0,0,1,0,0
100,94,1,2.0,2.0,1,1,13.73703,100.64185,Entire home/apt,2,1.5,1,1,1034.0,3,1125,1,22,30,30,30,14,9,2,4.93,4.93,4.79,5.0,4.93,4.71,4.71,0,1,1,0,0,0.66,3390,1,baths,61,1,0,0,0,0,0,1,0,0,0,0
100,100,0,12.0,12.0,1,1,13.71868,100.50217,Private room,2,1.0,1,1,1000.0,1,1125,1,1,21,51,320,6,1,1,4.83,4.67,5.0,5.0,5.0,5.0,4.67,0,5,2,3,0,0.1,3321,1,private bath,34,0,0,1,0,0,0,0,0,1,0,0
100,100,0,12.0,12.0,1,1,13.71868,100.50224,Private room,2,1.0,1,1,1000.0,1,1125,1,3,23,53,322,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,5,2,3,0,0.02,3321,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
100,100,1,4.0,4.0,1,1,13.92434,100.60156,Private room,2,1.5,1,1,600.0,1,20,1,23,46,76,349,103,31,1,4.83,4.88,4.84,4.9,4.96,4.88,4.82,0,4,1,3,0,1.55,2194,1,shared baths,14,0,0,1,0,0,0,0,0,0,0,1
100,100,0,10.0,11.0,1,1,13.74284,100.52433,Hotel room,2,1.0,1,0,2781.0,1,365,1,13,32,55,328,12,4,0,4.67,4.67,4.75,4.67,4.67,4.75,4.58,1,10,0,8,0,0.18,2446,1,private bath,22,0,1,0,0,0,0,0,0,1,0,0
100,75,0,17.0,17.0,1,1,13.7534,100.53822,Hotel room,2,6.0,1,1,1243.0,1,1125,1,0,0,0,0,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,17,0,0,0,0.04,2178,1,shared baths,12,0,1,0,0,0,0,0,0,0,0,1
100,75,0,17.0,17.0,1,1,13.7534,100.53822,Hotel room,2,4.0,1,1,1527.0,1,1125,1,17,45,75,350,12,0,0,4.67,4.67,4.58,4.83,4.75,4.42,4.67,1,17,0,0,0,0.18,2178,1,shared baths,12,0,1,0,0,0,0,0,0,0,0,1
100,75,0,17.0,17.0,1,1,13.7534,100.53822,Hotel room,2,6.0,1,1,1106.0,1,1125,1,0,0,0,0,12,0,0,4.67,4.58,4.5,4.92,4.83,4.58,4.67,0,17,0,0,0,0.18,2178,1,shared baths,24,0,1,0,0,0,0,0,0,0,0,1
99,100,0,34.0,35.0,1,1,13.78063,100.57493,Private room,2,1.0,1,1,837.0,1,1125,1,20,50,80,171,8,0,0,5.0,4.75,4.75,5.0,4.88,4.63,4.88,1,34,17,17,0,0.12,3097,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
96,92,0,1.0,1.0,1,1,13.77032,100.44333,Private room,2,1.0,1,1,1350.0,2,10,1,28,58,88,89,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.02,2154,1,bath,3,0,0,1,0,0,1,0,0,0,0,0
96,92,0,1.0,1.0,1,1,13.87795,100.64916,Entire home/apt,2,1.0,0,1,1700.0,2,1125,1,28,58,88,88,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,2154,1,bath,3,1,0,0,0,0,1,0,0,0,0,0
100,99,0,4.0,6.0,1,0,13.69983,100.60673,Private room,1,4.5,4,7,400.0,2,1125,1,1,14,24,259,24,8,1,4.79,4.75,4.58,4.83,4.88,4.79,4.75,0,4,0,4,0,0.38,2538,1,shared baths,18,0,0,1,0,0,0,0,0,0,0,1
0,100,0,1.0,1.0,1,1,13.68562,100.6235,Entire home/apt,2,1.0,0,1,1000.0,1,1125,1,29,59,89,179,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0.04,2700,72,bath,14,1,0,0,0,0,1,0,0,0,0,0
100,99,1,25.0,32.0,1,1,13.81979,100.52969,Entire home/apt,3,1.0,1,2,813.0,3,180,1,5,18,48,138,105,34,2,4.75,4.88,4.83,4.87,4.91,4.59,4.81,0,24,24,0,0,1.58,3889,1,bath,44,1,0,0,0,0,1,0,0,0,0,0
100,100,0,7.0,8.0,1,1,13.7431,100.5732,Entire home/apt,4,2.0,2,2,5400.0,1,1125,1,24,54,84,359,4,2,1,4.0,3.5,4.25,4.25,3.75,4.5,4.0,1,7,5,2,0,0.07,2247,1,baths,28,1,0,0,0,0,0,1,0,0,0,0
100,100,1,1.0,1.0,1,1,13.7216,100.57971,Entire home/apt,2,1.0,1,1,1614.0,10,365,1,7,7,12,113,11,7,1,4.91,5.0,4.91,4.82,5.0,5.0,5.0,0,1,1,0,0,0.19,3399,1,bath,46,1,0,0,0,0,1,0,0,0,0,0
100,98,1,31.0,174.0,1,1,13.74261,100.55602,Entire home/apt,4,2.0,2,2,3039.0,1,30,1,18,45,75,111,24,11,5,4.88,4.83,4.83,4.88,4.88,4.92,4.79,0,29,29,0,0,0.36,3205,1,baths,41,1,0,0,0,0,0,1,0,0,0,0
100,100,1,61.0,76.0,1,1,13.73986,100.58778,Entire home/apt,3,1.0,1,2,1956.0,28,365,1,5,7,35,216,64,8,0,4.81,4.75,4.73,4.97,4.92,4.27,4.64,1,60,60,0,0,0.96,2174,1,bath,56,1,0,0,0,0,1,0,0,0,0,0
100,100,0,36.0,37.0,1,1,13.72046,100.54753,Hotel room,2,1.0,1,1,1200.0,1,1125,1,5,15,30,247,6,0,0,4.67,4.5,4.67,4.67,5.0,4.83,4.33,1,34,29,0,0,0.1,4035,1,private bath,26,0,1,0,0,0,0,0,0,1,0,0
100,99,1,2.0,4.0,1,1,13.7167,100.48149,Entire home/apt,3,1.0,2,2,1524.0,5,1125,1,13,16,39,267,80,28,1,4.9,4.93,4.86,4.94,4.95,4.71,4.88,1,2,2,0,0,2.57,2163,1,bath,26,1,0,0,0,0,1,0,0,0,0,0
100,97,0,18.0,53.0,1,1,13.70401073233197,100.59141578070094,Entire home/apt,2,1.0,1,1,1460.0,7,1125,1,1,1,21,88,12,2,0,4.67,4.58,4.5,4.92,4.83,4.33,4.58,1,6,6,0,0,0.18,2173,1,bath,14,1,0,0,0,0,1,0,0,0,0,0
0,7,0,1.0,3.0,1,1,13.77468,100.54112,Entire home/apt,4,1.5,1,1,1111.0,3,30,1,6,9,21,21,32,0,0,4.97,4.94,4.88,5.0,4.97,4.97,4.97,0,1,1,0,0,0.48,2487,72,baths,39,1,0,0,0,0,0,1,0,0,0,0
95,99,0,24.0,26.0,1,1,13.72039,100.54822,Private room,2,1.0,1,1,1407.0,1,60,1,22,52,82,357,21,2,0,4.67,4.76,4.81,4.95,4.52,4.62,4.52,1,24,0,24,0,0.32,2504,1,private bath,18,0,0,1,0,0,0,0,0,1,0,0
100,100,0,15.0,16.0,1,1,13.82563,100.56532,Entire home/apt,3,1.0,0,1,555.0,1,730,1,10,10,29,304,93,19,0,4.75,4.82,4.73,4.94,4.94,4.66,4.85,1,15,15,0,0,1.4,3624,1,bath,24,1,0,0,0,0,1,0,0,0,0,0
99,100,0,34.0,35.0,1,1,13.78087,100.57513,Private room,2,1.0,1,1,837.0,1,1125,1,21,51,81,172,9,0,0,4.44,4.67,4.56,4.56,4.78,4.22,4.33,1,34,17,17,0,0.14,3097,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
100,100,0,3.0,3.0,1,1,13.72099,100.72446,Private room,4,1.0,1,2,950.0,1,7,1,24,54,84,359,6,2,0,3.67,4.67,4.0,4.17,4.67,4.17,4.5,0,3,0,3,0,0.09,4056,1,private bath,14,0,0,1,0,0,0,0,0,1,0,0
100,100,1,10.0,10.0,1,1,13.71244,100.47143,Private room,3,1.0,1,1,520.0,1,1125,1,10,26,56,146,188,56,2,4.84,4.9,4.84,4.93,4.92,4.51,4.84,0,10,0,10,0,2.84,3814,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
100,100,0,3.0,3.0,1,1,13.7224,100.72379,Private room,3,1.0,1,2,950.0,1,7,1,25,54,83,358,20,6,0,4.25,4.5,4.5,4.75,4.5,4.35,4.3,1,3,0,3,0,0.33,4056,1,private bath,13,0,0,1,0,0,0,0,0,1,0,0
100,100,0,3.0,3.0,1,1,13.72088,100.72241,Private room,4,1.0,1,2,950.0,1,7,1,24,54,84,359,9,4,0,4.78,5.0,4.78,4.89,4.89,4.89,4.89,1,3,0,3,0,0.15,4056,1,private bath,13,0,0,1,0,0,0,0,0,1,0,0
100,100,1,13.0,18.0,1,1,13.782259,100.548131,Entire home/apt,3,1.0,1,1,1691.0,1,90,1,13,39,69,344,89,30,0,4.89,4.93,4.94,4.91,4.94,4.76,4.87,0,9,9,0,0,1.35,2250,1,bath,44,1,0,0,0,0,1,0,0,0,0,0
97,100,1,11.0,11.0,1,1,13.79393,100.57562,Entire home/apt,12,4.0,5,7,10180.0,1,1125,1,7,14,33,289,89,22,1,4.93,4.92,4.97,4.94,4.87,4.85,4.89,1,10,10,0,0,1.35,3721,1,baths,29,1,0,0,0,0,0,1,0,0,0,0
100,99,1,16.0,19.0,1,1,13.71178,100.51885,Entire home/apt,2,1.0,1,1,1278.0,2,730,1,0,20,50,51,124,34,1,4.86,4.93,4.9,4.88,4.98,4.62,4.87,0,16,16,0,0,1.85,3322,1,bath,47,1,0,0,0,0,1,0,0,0,0,0
95,99,0,24.0,26.0,1,1,13.72019,100.548172,Private room,2,1.0,1,1,1370.0,1,60,1,23,53,83,358,8,0,0,4.0,3.88,4.5,4.0,4.13,3.5,4.25,1,24,0,24,0,0.12,2504,1,bath,19,0,0,1,0,0,1,0,0,0,0,0
100,100,1,5.0,8.0,1,1,13.76251,100.64861,Entire home/apt,4,2.0,2,6,444.0,30,366,1,14,22,50,315,6,2,0,5.0,5.0,4.83,5.0,5.0,4.83,5.0,0,5,4,1,0,0.09,2897,1,baths,18,1,0,0,0,0,0,1,0,0,0,0
100,100,1,4.0,7.0,1,1,13.72461,100.57277,Entire home/apt,5,1.0,1,2,3000.0,300,1125,1,30,60,90,365,9,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0,2,2,0,0,0.15,2685,1,bath,17,1,0,0,0,0,1,0,0,0,0,0
100,100,0,3.0,4.0,1,1,13.71943,100.75399,Hotel room,2,1.5,1,1,691.0,1,113,1,17,43,70,342,203,92,8,4.75,4.8,4.76,4.93,4.89,4.65,4.77,1,3,0,1,0,3.05,2150,1,shared baths,17,0,1,0,0,0,0,0,0,0,0,1
98,99,1,6.0,6.0,1,1,13.74265,100.54932,Entire home/apt,10,3.5,4,9,10929.0,1,1125,1,7,13,32,290,247,59,3,4.93,4.95,4.87,4.94,4.96,4.93,4.86,0,6,6,0,0,3.72,2167,1,baths,47,1,0,0,0,0,0,1,0,0,0,0
100,100,0,3.0,9.0,1,1,13.70101,100.67619,Entire home/apt,4,2.0,2,2,853.0,7,1125,1,3,4,6,96,38,12,0,4.55,4.47,4.42,4.71,4.92,4.21,4.66,0,3,3,0,0,0.61,3413,1,baths,33,1,0,0,0,0,0,1,0,0,0,0
100,100,1,10.0,10.0,1,1,13.71109,100.47085,Private room,2,1.0,1,1,520.0,1,1125,1,5,23,53,121,134,34,1,4.87,4.91,4.81,4.96,4.93,4.52,4.9,0,10,0,10,0,2.04,3814,1,private bath,27,0,0,1,0,0,0,0,0,1,0,0
100,100,1,10.0,10.0,1,1,13.71062,100.47084,Private room,3,1.0,1,1,492.0,1,1125,1,3,20,50,140,156,36,2,4.84,4.9,4.88,4.91,4.92,4.54,4.9,0,10,0,10,0,2.35,3814,1,private bath,23,0,0,1,0,0,0,0,0,1,0,0
100,100,1,10.0,10.0,1,1,13.71246,100.47286,Private room,3,1.0,1,1,600.0,1,1125,1,6,28,58,148,192,39,3,4.83,4.86,4.79,4.91,4.91,4.49,4.87,0,10,0,10,0,2.89,3814,1,private bath,22,0,0,1,0,0,0,0,0,1,0,0
100,100,1,4.0,4.0,1,1,13.92237,100.60069,Private room,3,1.5,1,3,1000.0,1,7,1,21,43,71,344,61,24,1,4.82,4.93,4.9,4.89,4.97,4.89,4.84,0,4,1,3,0,0.91,2194,1,shared baths,30,0,0,1,0,0,0,0,0,0,0,1
100,100,1,4.0,4.0,1,1,13.75826,100.61409,Private room,1,1.0,1,1,564.0,2,20,1,19,47,77,167,23,8,1,4.83,4.87,4.61,4.91,4.87,4.61,4.87,0,4,0,4,0,0.36,2963,1,private bath,23,0,0,1,0,0,0,0,0,1,0,0
100,82,0,5.0,6.0,1,1,13.764319318677726,100.49783241525896,Private room,2,3.0,0,2,600.0,1,365,1,20,46,76,351,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,4,0,4,0,0.75,2468,1,baths,13,0,0,1,0,0,0,1,0,0,0,0
100,100,1,1.0,1.0,1,1,13.73694,100.55107,Entire home/apt,14,4.0,4,5,14786.0,2,730,1,6,12,30,302,161,51,2,4.93,4.86,4.89,4.94,4.96,4.86,4.84,1,1,1,0,0,2.41,2186,1,baths,53,1,0,0,0,0,0,1,0,0,0,0
100,100,1,10.0,10.0,1,1,13.71091,100.4728,Private room,2,1.0,1,1,536.0,1,1125,1,5,15,41,131,145,39,0,4.86,4.87,4.84,4.92,4.95,4.59,4.89,0,10,0,10,0,2.19,3814,1,private bath,18,0,0,1,0,0,0,0,0,1,0,0
96,92,0,2.0,2.0,1,1,13.797156646633772,100.57011064141987,Entire home/apt,6,2.0,2,4,1289.0,1,1125,1,2,5,20,240,116,62,1,4.84,4.86,4.7,4.94,4.95,4.78,4.88,0,2,2,0,0,1.77,3770,1,baths,28,1,0,0,0,0,0,1,0,0,0,0
100,100,0,6.0,6.0,1,1,13.72772,100.50214,Hotel room,2,1.0,1,1,1564.0,1,90,1,22,52,82,357,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,1,6,0,4,0,0.03,2226,1,bath,14,0,1,0,0,0,1,0,0,0,0,0
100,100,1,1.0,1.0,1,1,13.73496,100.63318,Entire home/apt,10,3.5,4,8,3291.0,1,31,1,0,12,37,291,81,29,3,4.7,4.77,4.59,4.89,4.84,4.51,4.7,1,1,1,0,0,1.22,2149,1,baths,52,1,0,0,0,0,0,1,0,0,0,0
96,100,0,1.0,1.0,1,1,13.789,100.58305,Entire home/apt,2,1.5,1,1,850.0,5,1125,1,0,0,11,286,12,0,0,4.92,4.75,4.67,4.58,4.75,4.42,4.83,1,1,1,0,0,0.18,2353,1,baths,30,1,0,0,0,0,0,1,0,0,0,0
96,99,1,10.0,14.0,1,1,13.69516,100.53133,Private room,4,0.0,1,2,1074.0,1,1125,1,22,52,82,357,19,14,2,4.89,4.68,4.74,4.79,4.95,4.42,4.79,1,8,0,7,0,0.61,2551,1,shared baths,21,0,0,1,0,0,0,0,0,0,0,1
100,100,0,77.0,78.0,1,1,13.75053,100.53157,Private room,4,1.0,1,1,1511.0,1,1125,1,24,54,84,359,14,0,0,4.64,4.71,4.71,4.79,4.79,4.79,4.71,1,2,0,2,0,0.21,2277,1,shared bath,19,0,0,1,0,0,0,0,0,0,1,0
100,100,0,5.0,12.0,1,1,13.70623,100.52537,Entire home/apt,4,2.0,2,2,1580.0,30,1125,1,4,34,64,245,4,1,0,4.75,5.0,4.25,5.0,4.5,4.5,4.75,1,5,5,0,0,0.06,2819,1,baths,36,1,0,0,0,0,0,1,0,0,0,0
100,99,1,8.0,8.0,1,1,13.74986,100.60573,Entire home/apt,3,1.0,1,1,700.0,28,180,1,2,6,36,311,12,1,0,4.75,4.75,4.58,4.83,5.0,4.25,4.58,0,8,8,0,0,0.18,2902,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
100,96,1,5.0,5.0,1,1,13.75715255850795,100.56143194899612,Entire home/apt,6,1.0,2,2,2869.0,1,365,1,8,29,59,149,10,2,0,5.0,5.0,4.9,4.8,5.0,4.9,4.9,1,4,4,0,0,0.39,3605,1,bath,47,1,0,0,0,0,1,0,0,0,0,0
100,100,0,5.0,6.0,1,1,13.76065,100.53989,Private room,1,1.0,1,0,591.0,4,1125,1,18,40,67,120,20,1,1,4.45,4.4,4.35,4.65,4.55,4.8,4.45,1,5,4,1,0,0.31,2556,1,private bath,23,0,0,1,0,0,0,0,0,1,0,0
100,100,0,2.0,3.0,1,1,13.77095,100.48457,Entire home/apt,6,2.5,3,3,3790.0,1,1125,1,18,43,73,348,64,25,1,4.92,4.91,4.91,4.8,4.98,4.67,4.91,0,1,1,0,0,0.97,2911,1,baths,24,1,0,0,0,0,0,1,0,0,0,0
100,49,1,25.0,33.0,1,1,13.70406,100.60378,Entire home/apt,4,1.5,1,1,1199.0,1,365,1,21,51,81,81,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,18,18,0,0,0.03,2462,1,baths,22,1,0,0,0,0,0,1,0,0,0,0
100,100,1,13.0,18.0,1,1,13.782259,100.548131,Entire home/apt,3,1.0,0,1,1483.0,1,1125,1,17,35,63,338,98,14,1,4.88,4.95,4.94,4.95,4.98,4.79,4.83,0,9,9,0,0,1.48,2250,1,bath,44,1,0,0,0,0,1,0,0,0,0,0
100,100,1,2.0,3.0,1,1,13.71355,100.60041,Entire home/apt,2,1.0,1,1,900.0,30,730,1,2,2,31,122,18,6,0,4.89,4.83,4.78,4.94,5.0,4.89,4.89,1,2,2,0,0,0.31,3431,1,bath,29,1,0,0,0,0,1,0,0,0,0,0
100,100,1,9.0,10.0,1,1,13.812100653153989,100.5667206645012,Entire home/apt,12,3.0,4,7,7518.0,3,365,1,19,49,79,146,79,17,0,4.81,4.85,4.8,4.91,4.87,4.73,4.8,1,9,9,0,0,1.19,3323,1,baths,44,1,0,0,0,0,0,1,0,0,0,0
100,100,0,1.0,1.0,1,1,13.71056,100.60587,Entire home/apt,2,1.0,1,1,1300.0,30,365,1,0,4,7,59,15,4,0,4.53,4.47,3.73,4.73,4.8,4.6,4.2,0,1,1,0,0,0.24,2151,1,bath,13,1,0,0,0,0,1,0,0,0,0,0
100,100,0,2.0,2.0,1,1,13.76606,100.48758,Entire home/apt,2,1.0,1,1,990.0,14,60,1,0,0,0,207,1,0,0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,0,2,2,0,0,0.03,2157,1,bath,14,1,0,0,0,0,1,0,0,0,0,0
100,100,1,4.0,4.0,1,1,13.92413,100.60213,Private room,2,1.5,1,2,600.0,1,7,1,23,48,77,352,86,39,0,4.9,4.93,4.81,4.88,4.94,4.85,4.87,0,4,1,3,0,1.29,2194,1,baths,14,0,0,1,0,0,0,1,0,0,0,0
96,100,1,2.0,2.0,1,1,13.717836933242497,100.5328430235386,Private room,2,1.0,1,1,1400.0,30,365,1,0,0,0,239,4,2,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,2,1,1,0,0.24,3559,1,private bath,44,0,0,1,0,0,0,0,0,1,0,0
100,100,0,2.0,2.0,1,1,13.77271,100.48501,Entire home/apt,2,1.0,1,1,890.0,14,60,1,10,10,10,217,3,0,0,4.33,4.33,3.67,5.0,4.67,4.67,3.67,1,2,2,0,0,0.09,2157,1,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,100,1,61.0,76.0,1,1,13.73007,100.53076,Entire home/apt,2,1.0,1,1,1799.0,60,365,1,0,0,8,77,30,6,0,4.87,4.83,4.7,4.87,4.97,4.97,4.87,0,60,60,0,0,0.46,2174,1,bath,55,1,0,0,0,0,1,0,0,0,0,0
100,100,0,6.0,6.0,1,1,13.71829,100.50751,Private room,4,2.0,2,3,2737.0,1,30,1,24,54,82,357,2,1,0,4.5,4.5,4.0,5.0,5.0,5.0,4.5,1,6,0,4,0,0.12,2226,1,baths,16,0,0,1,0,0,0,1,0,0,0,0
100,100,0,31.0,433.0,1,1,13.72106,100.49379,Entire home/apt,2,1.0,1,1,1600.0,21,1125,1,2,13,33,100,6,3,0,4.33,4.67,4.83,4.5,4.5,4.83,4.0,1,27,27,0,0,0.24,2941,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
0,57,0,6.0,6.0,1,1,13.92167,100.58528,Private room,2,1.0,1,2,750.0,1,5,1,25,55,85,176,8,0,0,4.88,5.0,4.88,5.0,5.0,4.88,5.0,1,6,2,4,0,0.13,2147,72,private bath,26,0,0,1,0,0,0,0,0,1,0,0
100,100,1,6.0,7.0,1,1,13.72483,100.52148,Hotel room,2,1.0,0,1,1486.0,3,1125,1,21,48,78,79,145,47,3,4.86,4.86,4.83,4.83,4.92,4.75,4.78,1,6,5,0,0,2.18,2499,1,private bath,30,0,1,0,0,0,0,0,0,1,0,0
100,94,0,1.0,1.0,1,1,13.82012,100.52809,Entire home/apt,2,1.0,0,1,1100.0,2,1125,1,11,41,71,161,36,21,1,4.94,5.0,4.86,5.0,4.97,4.78,4.94,1,1,1,0,0,0.54,2599,1,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,100,0,28.0,53.0,1,1,13.76044,100.56944,Entire home/apt,7,2.0,3,4,4080.0,3,1125,1,2,18,48,138,109,52,3,4.61,4.67,4.73,4.68,4.75,4.78,4.67,0,27,27,0,0,1.65,4109,1,baths,30,1,0,0,0,0,0,1,0,0,0,0
78,56,1,27.0,30.0,1,1,13.80106,100.50639,Entire home/apt,2,1.0,1,1,1250.0,80,1125,1,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,27,27,0,0,0.03,2155,24,bath,23,1,0,0,0,0,1,0,0,0,0,0
100,100,0,1.0,1.0,1,1,13.71209,100.52101,Entire home/apt,2,1.0,1,1,1237.0,21,1125,1,0,27,57,332,48,7,0,4.71,4.71,4.65,4.71,4.77,4.29,4.6,1,1,1,0,0,0.72,2155,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
100,100,0,28.0,53.0,1,1,13.7403,100.58975,Entire home/apt,3,1.0,1,2,1100.0,30,1125,1,0,6,36,217,24,6,0,4.67,4.63,4.63,4.71,4.38,4.29,4.54,0,27,27,0,0,0.37,4109,1,bath,34,1,0,0,0,0,1,0,0,0,0,0
100,98,0,15.0,39.0,1,1,13.73497,100.55802,Entire home/apt,2,1.0,1,1,1878.0,2,365,1,8,8,8,8,29,7,1,4.62,4.76,4.66,4.38,4.55,4.72,4.55,1,11,11,0,0,0.44,3784,1,bath,28,1,0,0,0,0,1,0,0,0,0,0
